FullName;Age;PhotoUrl;Nationality;BestPosition;Club
Axel Tuanzebe;23;https://cdn.sofifa.com/players/231/485/22_60.png;England;CB;Aston Villa
Arne Maier;22;https://cdn.sofifa.com/players/237/629/22_60.png;Germany;CM;FC Augsburg
Maximilian Mittelstädt;24;https://cdn.sofifa.com/players/227/647/22_60.png;Germany;LWB;Hertha BSC
Aihen Muñoz Capellán;23;https://cdn.sofifa.com/players/246/748/22_60.png;Spain;LWB;Real Sociedad
Javier Ontiveros Parra;23;https://cdn.sofifa.com/players/231/640/22_60.png;Spain;CAM;CA Osasuna
Cyle Larin;26;https://cdn.sofifa.com/players/226/777/22_60.png;Canada;ST;Beşiktaş JK
Mauro Pierre Cildinho Conradi;25;https://cdn.sofifa.com/players/230/361/22_60.png;Brazil;RB;Atlético Clube Goianiense
Kodjo Fo-Doh Laba;29;https://cdn.sofifa.com/players/251/353/22_60.png;Togo;ST;Al Ain FC
Bryan Linssen;30;https://cdn.sofifa.com/players/199/386/22_60.png;Netherlands;ST;Feyenoord
Carlos Quintana;33;https://cdn.sofifa.com/players/234/458/22_60.png;Argentina;CB;Argentinos Juniors
Ivan Provedel;27;https://cdn.sofifa.com/players/224/987/22_60.png;Italy;GK;Spezia
Jordan Teze;21;https://cdn.sofifa.com/players/245/211/22_60.png;Netherlands;CB;PSV
Nicolas Moumi Ngamaleu;26;https://cdn.sofifa.com/players/235/996/22_60.png;Cameroon;LM;BSC Young Boys
Yuriy Dyupin;33;https://cdn.sofifa.com/players/244/700/22_60.png;Russia;GK;Free agent
Ivan Radovanović;32;https://cdn.sofifa.com/players/186/589/22_60.png;Serbia;CB;Genoa
Baba Rahman;26;https://cdn.sofifa.com/players/209/620/22_60.png;Ghana;LB;Reading
Jeremie Frimpong;20;https://cdn.sofifa.com/players/253/149/22_60.png;Netherlands;RM;Bayer 04 Leverkusen
Cenk Tosun;30;https://cdn.sofifa.com/players/192/991/22_60.png;Turkey;ST;Everton
Heinz Lindner;30;https://cdn.sofifa.com/players/193/247/22_60.png;Austria;GK;FC Basel 1893
Francisco Mérida Pérez;31;https://cdn.sofifa.com/players/183/520/22_60.png;Spain;CDM;RCD Espanyol de Barcelona
Juan Sánchez Miño;31;https://cdn.sofifa.com/players/201/953/22_60.png;Argentina;LB;Estudiantes de La Plata
Jorge Broun;35;https://cdn.sofifa.com/players/216/033/22_60.png;Argentina;GK;Rosario Central
Chidera Ejuke;23;https://cdn.sofifa.com/players/238/050/22_60.png;Nigeria;RW;PFC CSKA Moscow
Georgios Giakoumakis;26;https://cdn.sofifa.com/players/239/842/22_60.png;Greece;ST;Celtic
Rafael Baca;31;https://cdn.sofifa.com/players/204/771/22_60.png;Mexico;CDM;Cruz Azul
Mbaye Diagne;29;https://cdn.sofifa.com/players/220/131/22_60.png;Senegal;ST;Galatasaray SK
Antonio García Aranda;31;https://cdn.sofifa.com/players/204/757/22_60.png;Spain;LB;SD Eibar
Cristiano Piccini;28;https://cdn.sofifa.com/players/201/939/22_60.png;Italy;RB;Valencia CF
Alexandr Maksimenko;23;https://cdn.sofifa.com/players/233/791/22_60.png;Russia;GK;Spartak Moskva
Rubén Salvador Pérez del Mármol;32;https://cdn.sofifa.com/players/190/156/22_60.png;Spain;CDM;Panathinaikos FC
Robin Zentner;26;https://cdn.sofifa.com/players/224/251/22_60.png;Germany;GK;1. FSV Mainz 05
Vincent Manceau;31;https://cdn.sofifa.com/players/189/946/22_60.png;France;CDM;Angers SCO
Moussa Djenepo;23;https://cdn.sofifa.com/players/237/560/22_60.png;Mali;CAM;Southampton
Ailton Diogo Coelho Barbosa;29;https://cdn.sofifa.com/players/230/392/22_60.png;Brazil;LM;São Paulo
Albert Rusnák;26;https://cdn.sofifa.com/players/210/423/22_60.png;Slovakia;CAM;Real Salt Lake
Nery Domínguez;31;https://cdn.sofifa.com/players/216/054/22_60.png;Argentina;CB;Racing Club
Guilherme Costa Marques;30;https://cdn.sofifa.com/players/200/438/22_60.png;Brazil;RM;Guangzhou City
Fidel Chaves de la Torre;31;https://cdn.sofifa.com/players/189/172/22_60.png;Spain;LM;Elche CF
Norberto Gomes Betuncal;23;https://cdn.sofifa.com/players/251/892/22_60.png;Portugal;ST;Udinese Calcio
Lino Francisco Essier Simão;29;https://cdn.sofifa.com/players/230/326/22_60.png;Brazil;CB;São Paulo
Lucas Gamba;34;https://cdn.sofifa.com/players/226/765/22_60.png;Argentina;CAM;Rosario Central
Chris Basham;32;https://cdn.sofifa.com/players/184/274/22_60.png;England;CB;Sheffield United
Morgan Schneiderlin;31;https://cdn.sofifa.com/players/177/358/22_60.png;France;CDM;OGC Nice
Andrés D'Alessandro;40;https://cdn.sofifa.com/players/138/703/22_60.png;Argentina;CAM;Club Nacional de Football
Everaldo Stum;29;https://cdn.sofifa.com/players/222/671/22_60.png;Brazil;ST;Kashima Antlers
Zinho Vanheusden;21;https://cdn.sofifa.com/players/241/103/22_60.png;Belgium;CB;Genoa
Stefan Bell;29;https://cdn.sofifa.com/players/198/352/22_60.png;Germany;CB;1. FSV Mainz 05
Karol Linetty;26;https://cdn.sofifa.com/players/211/408/22_60.png;Poland;CDM;Torino F.C.
Damien Le Tallec;31;https://cdn.sofifa.com/players/190/416/22_60.png;France;CB;AEK Athens
Oswaldo Germano Cuba Correia;25;https://cdn.sofifa.com/players/230/353/22_60.png;Brazil;LB;Palmeiras
Mbwana Ally Samatta;28;https://cdn.sofifa.com/players/218/066/22_60.png;Tanzania;ST;Royal Antwerp FC
Sam Lammers;24;https://cdn.sofifa.com/players/236/498/22_60.png;Netherlands;ST;Eintracht Frankfurt
Luther Singh;23;https://cdn.sofifa.com/players/237/539/22_60.png;South Africa;RM;F.C. København
Rafael Delgado;31;https://cdn.sofifa.com/players/216/036/22_60.png;Argentina;CB;Club Atlético Colón
Jhon Duque;29;https://cdn.sofifa.com/players/225/252/22_60.png;Colombia;CDM;Club Atlético de San Luis
Bram Nuytinck;31;https://cdn.sofifa.com/players/193/091/22_60.png;Netherlands;CB;Udinese Calcio
Andriy Lunin;22;https://cdn.sofifa.com/players/243/952/22_60.png;Ukraine;GK;Real Madrid CF
Thomas Mangani;34;https://cdn.sofifa.com/players/178/160/22_60.png;France;CM;Angers SCO
Santiago Cáseres;24;https://cdn.sofifa.com/players/236/527/22_60.png;Argentina;CDM;Vélez Sarsfield
Jorge Miramón;32;https://cdn.sofifa.com/players/229/359/22_60.png;Spain;RB;Levante Unión Deportiva
Rico Henry;23;https://cdn.sofifa.com/players/224/494/22_60.png;England;LWB;Brentford
Rubén Sobrino Pozuelo;29;https://cdn.sofifa.com/players/208/622/22_60.png;Spain;ST;Cádiz CF
Bobby Decordova-Reid;28;https://cdn.sofifa.com/players/203/502/22_60.png;Jamaica;RM;Fulham
Alessio Castro-Montes;24;https://cdn.sofifa.com/players/233/965/22_60.png;Belgium;CAM;KAA Gent
José Emerson Mirazar Coelho;25;https://cdn.sofifa.com/players/230/468/22_60.png;Brazil;LM;Grêmio
Ole Kristian Selnæs;26;https://cdn.sofifa.com/players/204/612/22_60.png;Norway;CM;Hebei FC
Lorenzo Montipò;25;https://cdn.sofifa.com/players/215/363/22_60.png;Italy;GK;Hellas Verona
Ryad Boudebouz;31;https://cdn.sofifa.com/players/188/388/22_60.png;Algeria;CAM;AS Saint-Étienne
Héctor Villalba;26;https://cdn.sofifa.com/players/215/107/22_60.png;Paraguay;RM;Club Libertad
Robin Quaison;27;https://cdn.sofifa.com/players/208/451/22_60.png;Sweden;CAM;Ettifaq FC
Paul Dummett;29;https://cdn.sofifa.com/players/204/355/22_60.png;Wales;CB;Newcastle United
Taiwo Awoniyi;23;https://cdn.sofifa.com/players/230/978/22_60.png;Nigeria;ST;1. FC Union Berlin
Carlos González;28;https://cdn.sofifa.com/players/227/394/22_60.png;Paraguay;ST;Tigres U.A.N.L.
Landry Dimata;23;https://cdn.sofifa.com/players/231/745/22_60.png;Belgium;ST;RCD Espanyol de Barcelona
Allan Norberto Bardini Paneira;29;https://cdn.sofifa.com/players/230/465/22_60.png;Brazil;CAM;Ceará Sporting Club
Richard Ortiz;31;https://cdn.sofifa.com/players/216/385/22_60.png;Paraguay;CDM;Club Olimpia
Lucas Castro;32;https://cdn.sofifa.com/players/205/633/22_60.png;Argentina;CM;Adana Demirspor
Jay Rodriguez;31;https://cdn.sofifa.com/players/169/792/22_60.png;England;ST;Burnley
Joe Bryan;27;https://cdn.sofifa.com/players/203/505/22_60.png;England;LB;Fulham
Yordan Osorio;27;https://cdn.sofifa.com/players/237/297/22_60.png;Venezuela;CB;Parma
Tariq Lamptey;20;https://cdn.sofifa.com/players/242/418/22_60.png;England;RWB;Brighton & Hove Albion
Ramiro Funes Mori;30;https://cdn.sofifa.com/players/199/667/22_60.png;Argentina;CB;Al Nassr
Pavao Pervan;33;https://cdn.sofifa.com/players/199/909/22_60.png;Austria;GK;VfL Wolfsburg
David Raya Martin;25;https://cdn.sofifa.com/players/220/901/22_60.png;Spain;GK;Brentford
Idrissa Doumbia;23;https://cdn.sofifa.com/players/234/725/22_60.png;Côte d'Ivoire;CDM;SV Zulte Waregem
José Corpas Serna;29;https://cdn.sofifa.com/players/244/197/22_60.png;Spain;RM;SD Eibar
Martin Kelly;31;https://cdn.sofifa.com/players/184/037/22_60.png;England;CB;Crystal Palace
Francisco L. Lima Silva Machado;25;https://cdn.sofifa.com/players/243/686/22_60.png;Portugal;CAM;SC Braga
Omar Alderete;24;https://cdn.sofifa.com/players/240/359/22_60.png;Paraguay;CB;Valencia CF
Omar Colley;28;https://cdn.sofifa.com/players/226/536/22_60.png;Gambia;CB;U.C. Sampdoria
Adrian Mierzejewski;34;https://cdn.sofifa.com/players/162/280/22_60.png;Poland;CAM;Shanghai Shenhua FC
Ignatius Ganago;22;https://cdn.sofifa.com/players/241/130/22_60.png;Cameroon;ST;Racing Club de Lens
Deniz Türüç;28;https://cdn.sofifa.com/players/215/531/22_60.png;Turkey;RM;İstanbul Başakşehir FK
Omar Mascarell González;28;https://cdn.sofifa.com/players/208/620/22_60.png;Spain;CDM;Elche CF
Mohamed Camara;21;https://cdn.sofifa.com/players/246/764/22_60.png;Mali;CDM;FC Red Bull Salzburg
Jonathan Dos Santos;29;https://cdn.sofifa.com/players/253/932/22_60.png;Uruguay;ST;Gallos Blancos de Querétaro
Kauê Enaldo Lima Rodrigues;25;https://cdn.sofifa.com/players/230/381/22_60.png;Brazil;CB;Fluminense
Cristian Álvarez;35;https://cdn.sofifa.com/players/188/938/22_60.png;Argentina;GK;Real Zaragoza
Emanuel Aguilera;32;https://cdn.sofifa.com/players/223/243/22_60.png;Argentina;CB;Club América
Marco Richter;23;https://cdn.sofifa.com/players/238/068/22_60.png;Germany;RM;Hertha BSC
Nicolás Orsini;26;https://cdn.sofifa.com/players/220/148/22_60.png;Argentina;ST;Boca Juniors
Jordan Morris;26;https://cdn.sofifa.com/players/226/035/22_60.png;United States;ST;Seattle Sounders FC
Iñigo Lekue Martínez;28;https://cdn.sofifa.com/players/225/523/22_60.png;Spain;RB;Athletic Club de Bilbao
Jordi Martins Almeida;27;https://cdn.sofifa.com/players/212/406/22_60.png;Brazil;GK;FC Paços de Ferreira
Mathieu Cafaro;24;https://cdn.sofifa.com/players/231/236/22_60.png;France;CAM;Stade de Reims
Anthony Lozano;28;https://cdn.sofifa.com/players/205/495/22_60.png;Honduras;ST;Cádiz CF
Admir Mehmedi;30;https://cdn.sofifa.com/players/188/770/22_60.png;Switzerland;CF;VfL Wolfsburg
Leonardo Fernández;22;https://cdn.sofifa.com/players/252/935/22_60.png;Uruguay;CAM;Tigres U.A.N.L.
Aarón Martín Caricol;24;https://cdn.sofifa.com/players/236/295/22_60.png;Spain;LWB;1. FSV Mainz 05
Jonjoe Kenny;24;https://cdn.sofifa.com/players/224/263/22_60.png;England;RB;Everton
Damian Batallini;25;https://cdn.sofifa.com/players/232/709/22_60.png;Argentina;RM;Club Atlético de San Luis
Pablo Renan dos Santos;29;https://cdn.sofifa.com/players/239/872/22_60.png;Brazil;CB;Moreirense FC
Pascal Struijk;21;https://cdn.sofifa.com/players/239/360/22_60.png;Netherlands;CB;Leeds United
Tomás Pochettino;25;https://cdn.sofifa.com/players/231/524/22_60.png;Argentina;CAM;Austin FC
Carlos de Pena;29;https://cdn.sofifa.com/players/231/012/22_60.png;Uruguay;LM;Dynamo Kyiv
Raúl Michel Melo da Silva;31;https://cdn.sofifa.com/players/221/540/22_60.png;Brazil;CB;SC Braga
Erick Ronaldo Gameira Carvalho;29;https://cdn.sofifa.com/players/230/497/22_60.png;Brazil;ST;Club Athletico Paranaense
Camilo Mayada;30;https://cdn.sofifa.com/players/225/646/22_60.png;Uruguay;RB;Club Libertad
Ramón Samuel da Almeyda Aníbal;25;https://cdn.sofifa.com/players/230/240/22_60.png;Brazil;LB;Cuiabá
Adrián San Miguel Castillo;34;https://cdn.sofifa.com/players/194/911/22_60.png;Spain;GK;Liverpool
Ali Gholizadeh;25;https://cdn.sofifa.com/players/243/551/22_60.png;Iran;LM;Royal Charleroi S.C.
Mihailo Ristić;25;https://cdn.sofifa.com/players/240/223/22_60.png;Serbia;LB;Montpellier Hérault SC
Claudiano G. Sobrino Guevara;25;https://cdn.sofifa.com/players/230/239/22_60.png;Brazil;CDM;Palmeiras
Patricio Rodríguez;31;https://cdn.sofifa.com/players/207/454/22_60.png;Argentina;LM;Club Deportivo Jorge Wilstermann
Darlington Nagbe;30;https://cdn.sofifa.com/players/202/078/22_60.png;United States;CAM;Columbus Crew
James McCarthy;30;https://cdn.sofifa.com/players/188/253/22_60.png;Republic of Ireland;CDM;Celtic
Robson Tony Denho Serra;29;https://cdn.sofifa.com/players/230/237/22_60.png;Brazil;CDM;Atlético Clube Goianiense
Kenneth Omeruo;27;https://cdn.sofifa.com/players/207/624/22_60.png;Nigeria;CB;CD Leganés
Javier Burrai;30;https://cdn.sofifa.com/players/215/048/22_60.png;Argentina;GK;Barcelona Sporting Club
Ianis Hagi;22;https://cdn.sofifa.com/players/226/568/22_60.png;Romania;CAM;Rangers FC
Mitchel Bakker;21;https://cdn.sofifa.com/players/239/368/22_60.png;Netherlands;LB;Bayer 04 Leverkusen
Andreas Ulmer;35;https://cdn.sofifa.com/players/169/324/22_60.png;Austria;LB;FC Red Bull Salzburg
Smail Prevljak;26;https://cdn.sofifa.com/players/223/596/22_60.png;Bosnia and Herzegovina;ST;KAS Eupen
Mariano Bíttolo;31;https://cdn.sofifa.com/players/215/148/22_60.png;Argentina;LB;Newell's Old Boys
Nicholas Júlio Aldair Leal;29;https://cdn.sofifa.com/players/230/507/22_60.png;Brazil;ST;Fluminense
Dennis Man;22;https://cdn.sofifa.com/players/239/978/22_60.png;Romania;ST;Parma
Stefan Frei;35;https://cdn.sofifa.com/players/190/569/22_60.png;United States;GK;Seattle Sounders FC
Daniel Akpeyi;35;https://cdn.sofifa.com/players/241/769/22_60.png;Nigeria;GK;Kaizer Chiefs
Simeon Tochukwu Nwankwo;29;https://cdn.sofifa.com/players/219/496/22_60.png;Nigeria;ST;US Salernitana 1919
Ryota Morioka;30;https://cdn.sofifa.com/players/232/294/22_60.png;Japan;CM;Royal Charleroi S.C.
Joelinton Apolinário de Lira;24;https://cdn.sofifa.com/players/223/334/22_60.png;Brazil;ST;Newcastle United
Oier Olazábal Paredes;31;https://cdn.sofifa.com/players/183/141/22_60.png;Spain;GK;RCD Espanyol de Barcelona
Mauro Jaqueson J. Ferreira Santos;22;https://cdn.sofifa.com/players/241/509/22_60.png;Brazil;CAM;PSV
Douglas Arthur Carvalheira Peixoto;33;https://cdn.sofifa.com/players/230/245/22_60.png;Brazil;LB;Flamengo
Wayne Hennessey;34;https://cdn.sofifa.com/players/170/084/22_60.png;Wales;GK;Burnley
Gérson Adriano Damesio Figueiras;29;https://cdn.sofifa.com/players/230/327/22_60.png;Brazil;CB;Flamengo
Johan Mojica;28;https://cdn.sofifa.com/players/214/026/22_60.png;Colombia;LB;Elche CF
Evander da Silva Ferreira;23;https://cdn.sofifa.com/players/234/505/22_60.png;Brazil;CAM;FC Midtjylland
Christian Nørgaard;27;https://cdn.sofifa.com/players/210/697/22_60.png;Denmark;CDM;Brentford
Lucas Torró Marset;26;https://cdn.sofifa.com/players/208/137/22_60.png;Spain;CDM;CA Osasuna
Diego Valdés;27;https://cdn.sofifa.com/players/213/597/22_60.png;Chile;CAM;Santos Laguna
Anthony Caci;24;https://cdn.sofifa.com/players/236/636/22_60.png;France;LB;RC Strasbourg Alsace
Lucas Hoyos;32;https://cdn.sofifa.com/players/224/348/22_60.png;Argentina;GK;Vélez Sarsfield
Michael Rangel;30;https://cdn.sofifa.com/players/214/350/22_60.png;Colombia;ST;Mazatlán Futbol Club
Iñigo Pérez Soto;33;https://cdn.sofifa.com/players/196/942/22_60.png;Spain;CDM;CA Osasuna
Aurélio Gabriel Ulineia Buta;24;https://cdn.sofifa.com/players/234/573/22_60.png;Portugal;RWB;Royal Antwerp FC
Jasmin Kurtić;32;https://cdn.sofifa.com/players/202/061/22_60.png;Slovenia;CM;PAOK
Estevão Danilo Baldeiro Lopes;25;https://cdn.sofifa.com/players/236/108/22_60.png;Brazil;CB;Flamengo
Jacob Rasmussen;24;https://cdn.sofifa.com/players/234/827/22_60.png;Denmark;CB;Vitesse
Giacomo Raspadori;21;https://cdn.sofifa.com/players/253/002/22_60.png;Italy;ST;U.S. Sassuolo Calcio
Adam Ounas;24;https://cdn.sofifa.com/players/231/242/22_60.png;Algeria;CAM;Napoli
Andrea Bertolacci;30;https://cdn.sofifa.com/players/192/073/22_60.png;Italy;CM;Fatih Karagümrük S.K.
Sebastián Cáceres;21;https://cdn.sofifa.com/players/253/257/22_60.png;Uruguay;CB;Club América
Juan Escobar;25;https://cdn.sofifa.com/players/247/881/22_60.png;Paraguay;CB;Cruz Azul
Florentino Morris Luís;21;https://cdn.sofifa.com/players/234/569/22_60.png;Portugal;CDM;Getafe CF
Maurício Wilson Borghes Caeiro;29;https://cdn.sofifa.com/players/230/217/22_60.png;Brazil;RB;São Paulo
Ulrik Saltnes;28;https://cdn.sofifa.com/players/221/001/22_60.png;Norway;CM;FK Bodø/Glimt
Nathaniel Chalobah;26;https://cdn.sofifa.com/players/205/897/22_60.png;England;CDM;Fulham
Ralf Fährmann;32;https://cdn.sofifa.com/players/179/783/22_60.png;Germany;GK;FC Schalke 04
Loïc Rémy;34;https://cdn.sofifa.com/players/179/527/22_60.png;France;ST;Çaykur Rizespor
Guillermo Fernández;29;https://cdn.sofifa.com/players/211/269/22_60.png;Argentina;CM;Cruz Azul
Kangin Lee;20;https://cdn.sofifa.com/players/243/780/22_60.png;Korea Republic;CAM;RCD Mallorca
Younès Belhanda;31;https://cdn.sofifa.com/players/193/738/22_60.png;Morocco;CAM;Adana Demirspor
Sergiy Kryvtsov;30;https://cdn.sofifa.com/players/206/414/22_60.png;Ukraine;CB;Shakhtar Donetsk
Damir Kreilach;32;https://cdn.sofifa.com/players/215/886/22_60.png;Croatia;ST;Real Salt Lake
Mathias Jensen;25;https://cdn.sofifa.com/players/229/723/22_60.png;Denmark;CM;Brentford
Lucas Villarruel;30;https://cdn.sofifa.com/players/226/382/22_60.png;Argentina;CDM;LDU Quito
Ryan Thomas;26;https://cdn.sofifa.com/players/220/763/22_60.png;New Zealand;CAM;PSV
Christian Kouamé;23;https://cdn.sofifa.com/players/235/866/22_60.png;Côte d'Ivoire;ST;RSC Anderlecht
Lucas Boyé;25;https://cdn.sofifa.com/players/222/041/22_60.png;Argentina;ST;Elche CF
Timothy Weah;21;https://cdn.sofifa.com/players/241/496/22_60.png;United States;ST;LOSC Lille
Bruno Zuculini;28;https://cdn.sofifa.com/players/203/864/22_60.png;Argentina;CDM;River Plate
Georgiy Schennikov;30;https://cdn.sofifa.com/players/192/087/22_60.png;Russia;LB;PFC CSKA Moscow
André Ramalho Silva;29;https://cdn.sofifa.com/players/210/007/22_60.png;Brazil;CB;PSV
Eltildo Lucas Correia Pitta;29;https://cdn.sofifa.com/players/230/230/22_60.png;Brazil;CB;Clube Atlético Mineiro
Cecilio Domínguez;26;https://cdn.sofifa.com/players/225/878/22_60.png;Paraguay;LM;Austin FC
Troy Deeney;33;https://cdn.sofifa.com/players/183/125/22_60.png;England;ST;Birmingham City
Otávio Alberto Cairinho Monteiro;29;https://cdn.sofifa.com/players/230/229/22_60.png;Brazil;CB;Palmeiras
David Pavelka;30;https://cdn.sofifa.com/players/203/604/22_60.png;Czech Republic;CDM;AC Sparta Praha
Caio Rodrigo Nunes Anjos;21;https://cdn.sofifa.com/players/230/227/22_60.png;Brazil;CB;Fortaleza
Alan Aguerre;30;https://cdn.sofifa.com/players/215/123/22_60.png;Argentina;GK;Newell's Old Boys
Jean Lucas de Souza Oliveira;23;https://cdn.sofifa.com/players/251/217/22_60.png;Brazil;CM;AS Monaco
Cristian Borja;28;https://cdn.sofifa.com/players/227/153/22_60.png;Colombia;LB;Aytemiz Alanyaspor
Cristian Espinoza;26;https://cdn.sofifa.com/players/226/385/22_60.png;Argentina;RM;San Jose Earthquakes
Marcelo Saracchi;23;https://cdn.sofifa.com/players/240/976/22_60.png;Uruguay;LM;RB Leipzig
Braian Cufré;24;https://cdn.sofifa.com/players/231/247/22_60.png;Argentina;LWB;Málaga CF
Brian Ocampo;22;https://cdn.sofifa.com/players/253/293/22_60.png;Uruguay;RM;Club Nacional de Football
Aitor Ruibal García;25;https://cdn.sofifa.com/players/241/867/22_60.png;Spain;RM;Real Betis Balompié
Ryan Christie;26;https://cdn.sofifa.com/players/213/884/22_60.png;Scotland;CAM;AFC Bournemouth
Loïc Badé;21;https://cdn.sofifa.com/players/255/106/22_60.png;France;CB;Stade Rennais FC
Walker Zimmerman;28;https://cdn.sofifa.com/players/212/591/22_60.png;United States;CB;Nashville SC
Gilberto Moraes Júnior;28;https://cdn.sofifa.com/players/211/567/22_60.png;Brazil;RB;SL Benfica
Luis Henrique Tomaz de Lima;19;https://cdn.sofifa.com/players/256/632/22_60.png;Brazil;RM;Olympique de Marseille
Bruno Valdez;28;https://cdn.sofifa.com/players/228/729/22_60.png;Paraguay;CB;Club América
João Miguel Macedo da Silva;26;https://cdn.sofifa.com/players/231/545/22_60.png;Portugal;GK;Clube Sport Marítimo
Mauro Quiroga;31;https://cdn.sofifa.com/players/200/826/22_60.png;Argentina;ST;Club Necaxa
Michael Barrios;30;https://cdn.sofifa.com/players/221/306/22_60.png;Colombia;RM;Colorado Rapids
Deyovaisio Zeefuik;23;https://cdn.sofifa.com/players/235/899/22_60.png;Netherlands;RB;Hertha BSC
Thiago Almada;20;https://cdn.sofifa.com/players/245/371/22_60.png;Argentina;CAM;Vélez Sarsfield
Ethan Pinnock;28;https://cdn.sofifa.com/players/238/717/22_60.png;Jamaica;CB;Brentford
Danny Ward;28;https://cdn.sofifa.com/players/207/998/22_60.png;Wales;GK;Leicester City
Andrés Felipe Roa;28;https://cdn.sofifa.com/players/221/310/22_60.png;Colombia;CAM;Club Atlético Independiente
Toni Šunjić;32;https://cdn.sofifa.com/players/201/343/22_60.png;Bosnia and Herzegovina;CB;Henan Songshan Longmen FC
Sebastián Viera;38;https://cdn.sofifa.com/players/161/663/22_60.png;Uruguay;GK;Junior FC
Matías Rojas;25;https://cdn.sofifa.com/players/237/183/22_60.png;Paraguay;CAM;Racing Club
Kristoffer Nordfeldt;32;https://cdn.sofifa.com/players/192/129/22_60.png;Sweden;GK;AIK
Adam Masina;27;https://cdn.sofifa.com/players/225/410/22_60.png;Morocco;LB;Watford
Martín Campaña;32;https://cdn.sofifa.com/players/225/647/22_60.png;Uruguay;GK;Al Batin
Edvaldo Flávio Rebelo de Freit;29;https://cdn.sofifa.com/players/230/255/22_60.png;Brazil;CDM;Fortaleza
Lasse Schøne;35;https://cdn.sofifa.com/players/172/143/22_60.png;Denmark;CM;N.E.C. Nijmegen
Derlis González;27;https://cdn.sofifa.com/players/209/523/22_60.png;Paraguay;LM;Club Olimpia
Randal Kolo Muani;22;https://cdn.sofifa.com/players/237/679/22_60.png;France;ST;FC Nantes
Dominique Heintz;27;https://cdn.sofifa.com/players/206/198/22_60.png;Germany;CB;Sport-Club Freiburg
Federico Lértora;30;https://cdn.sofifa.com/players/215/157/22_60.png;Argentina;CDM;Club Atlético Colón
Alexandru Maxim;30;https://cdn.sofifa.com/players/211/061/22_60.png;Romania;CAM;Gazişehir Gaziantep F.K.
Gary Cahill;35;https://cdn.sofifa.com/players/164/468/22_60.png;England;CB;AFC Bournemouth
Fabián Rinaudo;34;https://cdn.sofifa.com/players/192/371/22_60.png;Argentina;CDM;Rosario Central
Steve Mounié;26;https://cdn.sofifa.com/players/224/883/22_60.png;Benin;ST;Stade Brestois 29
Jorge Djaniny Tavares Semedo;30;https://cdn.sofifa.com/players/205/427/22_60.png;Cape Verde Islands;ST;Trabzonspor
Javier Eraso Goñi;31;https://cdn.sofifa.com/players/223/608/22_60.png;Spain;CM;CD Leganés
Roberto Jiménez Gago;35;https://cdn.sofifa.com/players/183/666/22_60.png;Spain;GK;Real Valladolid CF
Brendan Chardonnet;26;https://cdn.sofifa.com/players/215/410/22_60.png;France;CB;Stade Brestois 29
Cláudio Pires de Morais Ramos;29;https://cdn.sofifa.com/players/198/513/22_60.png;Portugal;GK;FC Porto
Iván Alejo Peralta;26;https://cdn.sofifa.com/players/231/280/22_60.png;Spain;RW;Cádiz CF
Jayden Bogle;20;https://cdn.sofifa.com/players/244/591/22_60.png;England;RWB;Sheffield United
Paul Baysse;33;https://cdn.sofifa.com/players/178/031/22_60.png;France;CB;FC Girondins de Bordeaux
Jens Jønsson;28;https://cdn.sofifa.com/players/204/152/22_60.png;Denmark;CDM;Cádiz CF
Danilo Manuel Aldair Rochela;29;https://cdn.sofifa.com/players/230/274/22_60.png;Brazil;CAM;Club Athletico Paranaense
Benjamin Chris Meseira Zonta;25;https://cdn.sofifa.com/players/230/529/22_60.png;Brazil;RB;Club Athletico Paranaense
Jean Michaël Seri;29;https://cdn.sofifa.com/players/216/451/22_60.png;Côte d'Ivoire;CM;Fulham
Jordan Lotomba;22;https://cdn.sofifa.com/players/234/686/22_60.png;Switzerland;RB;OGC Nice
Martin Valjent;25;https://cdn.sofifa.com/players/219/585/22_60.png;Slovakia;CB;RCD Mallorca
Yevhen Konoplyanka;31;https://cdn.sofifa.com/players/200/641/22_60.png;Ukraine;LM;Shakhtar Donetsk
Jesper Hansen;36;https://cdn.sofifa.com/players/132/740/22_60.png;Denmark;GK;Aarhus GF
Ko Itakura;24;https://cdn.sofifa.com/players/233/152/22_60.png;Japan;CB;FC Schalke 04
Arnaud Souquet;29;https://cdn.sofifa.com/players/193/470/22_60.png;France;RB;Montpellier Hérault SC
Elías Hernández;33;https://cdn.sofifa.com/players/186/302/22_60.png;Mexico;RM;Club León
Perr Schuurs;21;https://cdn.sofifa.com/players/241/854/22_60.png;Netherlands;CB;Ajax
Malang Sarr;22;https://cdn.sofifa.com/players/235/454/22_60.png;France;CB;Chelsea
Isaac Brizuela;30;https://cdn.sofifa.com/players/190/653/22_60.png;Mexico;RM;Club Deportivo Guadalajara
Sidcley Ferreira Pereira;28;https://cdn.sofifa.com/players/225/474/22_60.png;Brazil;LB;PAOK
Patrick Herrmann;30;https://cdn.sofifa.com/players/198/077/22_60.png;Germany;RM;Borussia Mönchengladbach
Lucas Pratto;33;https://cdn.sofifa.com/players/184/252/22_60.png;Argentina;ST;Vélez Sarsfield
Eddie Nketiah;22;https://cdn.sofifa.com/players/236/988/22_60.png;England;ST;Arsenal
Isaac Carcelén Valencia;28;https://cdn.sofifa.com/players/220/348/22_60.png;Spain;RB;Cádiz CF
